packet_no,source_ip,destination_ip,protocol,payload
763,13:48:28,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
764,13:48:29,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
765,13:48:29,13.107.4.254,192.168.31.131,TCP,No payload
766,13:48:29,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
767,13:48:30,192.168.31.131,204.79.197.222,TCP,Binary/Encrypted Data
768,13:48:30,204.79.197.222,192.168.31.131,TCP,No payload
769,13:48:33,192.168.31.131,20.50.201.203,TCP,Binary/Encrypted Data
770,13:48:33,192.168.31.131,20.50.201.203,TCP,Binary/Encrypted Data
771,13:48:33,192.168.31.131,20.50.201.203,TCP,Binary/Encrypted Data
772,13:48:33,20.50.201.203,192.168.31.131,TCP,No payload
773,13:48:33,20.50.201.203,192.168.31.131,TCP,Binary/Encrypted Data
774,13:48:33,192.168.31.131,20.50.201.203,TCP,No payload
775,13:48:33,192.168.31.131,20.50.201.203,TCP,Binary/Encrypted Data
776,13:48:33,192.168.31.131,20.50.201.203,TCP,Binary/Encrypted Data
777,13:48:33,192.168.31.131,20.50.201.203,TCP,Binary/Encrypted Data
778,13:48:33,20.50.201.203,192.168.31.131,TCP,No payload
779,13:48:33,20.50.201.203,192.168.31.131,TCP,No payload
780,13:48:34,20.50.201.203,192.168.31.131,TCP,Binary/Encrypted Data
781,13:48:34,192.168.31.131,20.50.201.203,TCP,No payload
782,13:48:34,192.168.31.1,224.0.0.1,OTHER,Binary/Encrypted Data
783,13:48:34,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
784,13:48:35,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
785,13:48:35,192.168.31.131,148.113.8.206,TCP,Binary/Encrypted Data
786,13:48:35,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
787,13:48:35,148.113.8.206,192.168.31.131,TCP,No payload
788,13:48:39,192.168.31.131,162.159.135.234,TCP,Binary/Encrypted Data
789,13:48:39,162.159.135.234,192.168.31.131,TCP,No payload
790,13:48:40,162.159.135.234,192.168.31.131,TCP,Binary/Encrypted Data
791,13:48:40,192.168.31.131,162.159.135.234,TCP,No payload
792,13:48:40,192.168.31.1,224.0.0.1,OTHER,Binary/Encrypted Data
793,13:48:40,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
794,13:48:41,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
795,13:48:42,192.168.31.131,140.82.114.25,TCP,Binary/Encrypted Data
796,13:48:43,192.168.31.131,192.168.31.1,UDP,No payload
797,13:48:43,192.168.31.131,192.168.31.1,UDP,No payload
798,13:48:43,192.168.31.131,192.168.31.1,UDP,No payload
799,13:48:43,192.168.31.1,192.168.31.131,UDP,No payload
800,13:48:43,192.168.31.1,192.168.31.131,UDP,No payload
801,13:48:43,192.168.31.1,192.168.31.131,UDP,No payload
802,13:48:43,140.82.114.25,192.168.31.131,TCP,No payload
803,13:48:45,148.113.8.206,192.168.31.131,TCP,No payload
804,13:48:45,192.168.31.131,148.113.8.206,TCP,No payload
805,13:48:45,192.168.31.131,148.113.8.206,TCP,Binary/Encrypted Data
806,13:48:45,148.113.8.206,192.168.31.131,TCP,No payload
807,13:48:46,192.168.31.1,224.0.0.1,OTHER,Binary/Encrypted Data
808,13:48:46,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
809,13:48:46,192.168.31.131,192.168.31.1,UDP,No payload
810,13:48:47,192.168.31.131,192.168.31.1,UDP,No payload
811,13:48:47,192.168.31.131,192.168.31.1,UDP,No payload
812,13:48:47,192.168.31.1,192.168.31.131,UDP,No payload
813,13:48:47,192.168.31.1,192.168.31.131,UDP,No payload
814,13:48:47,192.168.31.1,192.168.31.131,UDP,No payload
815,13:48:47,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
816,13:48:47,192.168.31.1,224.0.0.252,OTHER,Binary/Encrypted Data
817,13:48:47,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
818,13:48:47,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
819,13:48:47,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
820,13:48:47,192.168.31.131,224.0.0.252,UDP,No payload
821,13:48:47,192.168.31.131,224.0.0.252,UDP,No payload
822,13:48:48,192.168.31.131,192.168.31.1,UDP,No payload
823,13:48:48,192.168.31.131,192.168.31.1,UDP,No payload
824,13:48:48,192.168.31.131,192.168.31.1,UDP,No payload
825,13:48:48,192.168.31.1,192.168.31.131,UDP,No payload
826,13:48:48,192.168.31.1,192.168.31.131,UDP,No payload
827,13:48:48,192.168.31.1,192.168.31.131,UDP,No payload
828,13:48:48,192.168.31.131,162.159.136.232,UDP,Binary/Encrypted Data
829,13:48:48,192.168.31.131,162.159.136.232,UDP,Binary/Encrypted Data
830,13:48:48,192.168.31.131,162.159.136.232,UDP,Binary/Encrypted Data
831,13:48:48,162.159.136.232,192.168.31.131,UDP,Binary/Encrypted Data
832,13:48:48,162.159.136.232,192.168.31.131,UDP,Binary/Encrypted Data
833,13:48:48,162.159.136.232,192.168.31.131,UDP,Binary/Encrypted Data
834,13:48:48,162.159.136.232,192.168.31.131,UDP,Binary/Encrypted Data
835,13:48:48,162.159.136.232,192.168.31.131,UDP,Binary/Encrypted Data
836,13:48:48,162.159.136.232,192.168.31.131,UDP,Binary/Encrypted Data
837,13:48:48,192.168.31.131,162.159.136.232,UDP,Binary/Encrypted Data
838,13:48:48,192.168.31.131,162.159.136.232,UDP,Binary/Encrypted Data
839,13:48:48,192.168.31.131,162.159.136.232,UDP,Binary/Encrypted Data
840,13:48:48,192.168.31.131,162.159.136.232,UDP,Binary/Encrypted Data
841,13:48:48,192.168.31.131,162.159.136.232,UDP,Binary/Encrypted Data
842,13:48:48,192.168.31.131,162.159.136.232,UDP,Binary/Encrypted Data
843,13:48:48,192.168.31.131,162.159.136.232,UDP,Binary/Encrypted Data
844,13:48:49,192.168.31.131,162.159.136.232,UDP,Binary/Encrypted Data
845,13:48:49,162.159.136.232,192.168.31.131,UDP,Binary/Encrypted Data
846,13:48:49,192.168.31.131,162.159.136.232,UDP,Binary/Encrypted Data
847,13:48:49,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
848,13:48:49,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
849,13:48:49,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
850,13:48:49,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
851,13:48:49,192.168.31.131,224.0.0.252,UDP,No payload
852,13:48:49,162.159.136.232,192.168.31.131,UDP,Binary/Encrypted Data
853,13:48:49,192.168.31.131,162.159.136.232,UDP,Binary/Encrypted Data
854,13:48:49,192.168.31.1,224.0.0.252,OTHER,Binary/Encrypted Data
855,13:48:49,192.168.31.1,224.0.0.252,OTHER,Binary/Encrypted Data
856,13:48:49,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
857,13:48:49,192.168.31.131,224.0.0.252,UDP,No payload
858,13:48:52,192.168.31.1,224.0.0.1,OTHER,Binary/Encrypted Data
859,13:48:52,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
860,13:48:53,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
861,13:48:53,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
862,13:48:55,192.168.31.131,148.113.8.206,TCP,Binary/Encrypted Data
863,13:48:55,148.113.8.206,192.168.31.131,TCP,No payload
864,13:48:56,148.113.8.206,192.168.31.131,TCP,No payload
865,13:48:56,192.168.31.131,148.113.8.206,TCP,No payload
866,13:48:57,140.82.114.25,192.168.31.131,TCP,Binary/Encrypted Data
867,13:48:57,192.168.31.131,140.82.114.25,TCP,Binary/Encrypted Data
868,13:48:58,140.82.114.25,192.168.31.131,TCP,No payload
869,13:48:58,192.168.31.1,224.0.0.1,OTHER,Binary/Encrypted Data
870,13:48:58,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
871,13:48:59,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
872,13:48:59,192.168.31.131,224.0.0.22,OTHER,Binary/Encrypted Data
